OBJECTID,TreeID,Genus,SpecificEpithet,CultivarName,ScientificName,CommonName,DBH_in,Height_ft,CampusArea
3393,2,Rhus,integrifolia,,Rhus integrifolia,Lemonade Berry,13.77952756,16 - 33 Feet,Main Campus
3394,4,Calocedrus,decurrens,,Calocedrus decurrens,Incense Cedar,11.41732283,16 - 33 Feet,Main Campus
3395,5,Calocedrus,decurrens,,Calocedrus decurrens,Incense Cedar,13.77952756,16 - 33 Feet,Main Campus
3396,6,Calocedrus,decurrens,,Calocedrus decurrens,Incense Cedar,15.7480315,34 - 50 Feet,Main Campus
3397,7,Calocedrus,decurrens,,Calocedrus decurrens,Incense Cedar,11.81102362,16 - 33 Feet,Main Campus
3398,8,Calocedrus,decurrens,,Calocedrus decurrens,Incense Cedar,9.84251969,16 - 33 Feet,Main Campus
3399,9,Calocedrus,decurrens,,Calocedrus decurrens,Incense Cedar,13.77952756,16 - 33 Feet,Main Campus
3400,10,Parkinsonia,aculeata,,Parkinsonia aculeata,Jerusalem Thorn,3.54330709,< 16 Feet,Main Campus
3401,11,Quercus,lobata,,Quercus lobata,Valley Oak,17.71653543,34 - 50 Feet,Main Campus
3403,13,Vitex,agnus-castus,,Vitex agnus-castus,Chaste Tree,13.77952756,16 - 33 Feet,Main Campus
3404,293,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,6,16 - 33 Feet,Main Campus
3405,294,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,8,16 - 33 Feet,Main Campus
3406,298,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,2,< 16 Feet,Main Campus
3407,300,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,16 - 33 Feet,Main Campus
3408,301,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,16 - 33 Feet,Main Campus
3409,302,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,16 - 33 Feet,Main Campus
3410,303,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,16 - 33 Feet,Main Campus
3411,304,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,16 - 33 Feet,Main Campus
3412,306,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,16 - 33 Feet,Main Campus
3413,307,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,16 - 33 Feet,Main Campus
3414,308,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,16 - 33 Feet,Main Campus
3415,310,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,16 - 33 Feet,Main Campus
3416,312,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,16 - 33 Feet,Main Campus
3417,317,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,34 - 50 Feet,Main Campus
3418,318,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,34 - 50 Feet,Main Campus
3419,319,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,34 - 50 Feet,Main Campus
3420,320,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,34 - 50 Feet,Main Campus
3421,322,Cupressus,sempervirens,,Cupressus sempervirens,Italian Cypress,10,34 - 50 Feet,Main Campus
3422,1766,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,3.34645669,< 16 Feet,Main Campus
3423,1767,Ligustrum,lucidum,,Ligustrum lucidum,Glossy Privet,7.87401575,16 - 33 Feet,Main Campus
3424,1768,Ligustrum,lucidum,,Ligustrum lucidum,Glossy Privet,11.81102362,16 - 33 Feet,Main Campus
3425,1769,Ligustrum,lucidum,,Ligustrum lucidum,Glossy Privet,9.84251969,16 - 33 Feet,Main Campus
3426,1771,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,3.1496063,< 16 Feet,Main Campus
3427,1773,Washingtonia,robusta,,Washingtonia robusta,Mexican Fan Palm,21.65354331,51 - 66 Feet,Main Campus
3428,1774,Fraxinus,oxycarpa,,Fraxinus oxycarpa,Raywood Ash,17.71653543,34 - 50 Feet,Main Campus
3429,1776,Juglans,regia,,Juglans regia,English Walnut,22,34 - 50 Feet,Main Campus
3430,1778,Trachycarpus,fortunei,,Trachycarpus fortunei,Windmill Palm,7.87401575,< 16 Feet,Main Campus
3431,1780,Phoenix,canariensis,,Phoenix canariensis,Canary Island Date Palm,35.43307087,< 16 Feet,Main Campus
3432,1781,Syagrus,romanzoffianum,,Syagrus romanzoffianum,Queen Palm,13.97637795,16 - 33 Feet,Main Campus
3433,1782,Syagrus,romanzoffianum,,Syagrus romanzoffianum,Queen Palm,13.77952756,16 - 33 Feet,Main Campus
3434,1790,Sequoia,sempervirens,,Sequoia sempervirens,Coast Redwood,27.55905512,51 - 66 Feet,Main Campus
3435,1791,Phoenix,canariensis,,Phoenix canariensis,Canary Island Date Palm,35.43307087,16 - 33 Feet,Main Campus
3436,1793,Trachycarpus,fortunei,,Trachycarpus fortunei,Windmill Palm,5.90551181,16 - 33 Feet,Main Campus
3437,1794,Washingtonia,robusta,,Washingtonia robusta,Mexican Fan Palm,17.71653543,34 - 50 Feet,Main Campus
3438,1795,Washingtonia,robusta,,Washingtonia robusta,Mexican Fan Palm,18.8976378,34 - 50 Feet,Main Campus
3439,1797,Washingtonia,robusta,,Washingtonia robusta,Mexican Fan Palm,19.68503937,34 - 50 Feet,Main Campus
3440,1798,Cinnamomum,camphora,,Cinnamomum camphora,Camphor Tree,27.08661537,34 - 50 Feet,Main Campus
3441,897,Calocedrus,decurrens,,Calocedrus decurrens,Incense Cedar,4.72440945,< 16 Feet,Main Campus
3442,898,Pinus,pinea,,Pinus pinea,Italian Stone Pine,38.58267717,34 - 50 Feet,Main Campus
3443,899,Pinus,pinea,,Pinus pinea,Italian Stone Pine,34.2519685,34 - 50 Feet,Main Campus
3444,900,Pinus,pinea,,Pinus pinea,Italian Stone Pine,25.59055118,34 - 50 Feet,Main Campus
3445,901,Pinus,pinea,,Pinus pinea,Italian Stone Pine,42.12598425,34 - 50 Feet,Main Campus
3446,902,Pinus,pinea,,Pinus pinea,Italian Stone Pine,29.52755906,34 - 50 Feet,Main Campus
3447,903,Pinus,pinea,,Pinus pinea,Italian Stone Pine,27.55905512,34 - 50 Feet,Main Campus
3448,904,Pinus,roxburghii,,Pinus roxburghii,Chir Pine,30.51181102,34 - 50 Feet,Main Campus
3449,906,Pinus,pinea,,Pinus pinea,Italian Stone Pine,11.81102362,16 - 33 Feet,Main Campus
3450,907,Pinus,eldarica,,Pinus eldarica,Afghan Pine,11.02362205,16 - 33 Feet,Main Campus
3451,917,Prunus,dulcis,,Prunus dulcis,Almond,11.53543277,< 16 Feet,Main Campus
3452,918,Prunus,dulcis,,Prunus dulcis,Almond,9.84251969,< 16 Feet,Main Campus
3453,920,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,22.20472501,16 - 33 Feet,Main Campus
3454,921,Prunus,dulcis,,Prunus dulcis,Almond,15.7480315,16 - 33 Feet,Main Campus
3455,922,Prunus,dulcis,,Prunus dulcis,Almond,9.84251969,16 - 33 Feet,Main Campus
3456,923,Quercus,suber,,Quercus suber,Cork Oak,17.71653543,34 - 50 Feet,Main Campus
3457,924,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,9.84251969,34 - 50 Feet,Main Campus
3458,925,Prunus,dulcis,,Prunus dulcis,Almond,15.7480315,34 - 50 Feet,Main Campus
3459,926,Prunus,dulcis,,Prunus dulcis,Almond,7.87401575,16 - 33 Feet,Main Campus
3460,927,Quercus,suber,,Quercus suber,Cork Oak,1.96850394,< 16 Feet,Main Campus
3461,928,Quercus,suber,,Quercus suber,Cork Oak,13.77952756,16 - 33 Feet,Main Campus
3462,940,Sapium,sebiferum,,Sapium sebiferum,Chinese Tallow Tree,14.72441005,34 - 50 Feet,Main Campus
3463,941,Sapium,sebiferum,,Sapium sebiferum,Chinese Tallow Tree,10.62992126,16 - 33 Feet,Main Campus
3464,942,Sapium,sebiferum,,Sapium sebiferum,Chinese Tallow Tree,11.1023625,16 - 33 Feet,Main Campus
3465,943,Sapium,sebiferum,,Sapium sebiferum,Chinese Tallow Tree,16.77165294,34 - 50 Feet,Main Campus
3466,944,Sapium,sebiferum,,Sapium sebiferum,Chinese Tallow Tree,14.37007874,34 - 50 Feet,Main Campus
3467,945,Sapium,sebiferum,,Sapium sebiferum,Chinese Tallow Tree,11.1023625,16 - 33 Feet,Main Campus
3468,946,Sapium,sebiferum,,Sapium sebiferum,Chinese Tallow Tree,17.91338583,34 - 50 Feet,Main Campus
3469,948,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,6,16 - 33 Feet,Main Campus
3470,949,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,7,16 - 33 Feet,Main Campus
3471,950,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,6,16 - 33 Feet,Main Campus
3472,951,Chionanthus,retusus,,Chionanthus retusus,Chinese Fringe Tree,11,16 - 33 Feet,Main Campus
3473,953,Chionanthus,retusus,,Chionanthus retusus,Chinese Fringe Tree,9,16 - 33 Feet,Main Campus
3474,954,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,15,16 - 33 Feet,Main Campus
3475,955,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,11,16 - 33 Feet,Main Campus
3476,957,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,10,16 - 33 Feet,Main Campus
3477,958,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,11,16 - 33 Feet,Main Campus
3478,960,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,23,34 - 50 Feet,Main Campus
3479,961,Quercus,suber,,Quiliaja saponaria,ADD,19,16 - 33 Feet,Main Campus
3480,971,Chionanthus,retusus,,Chionanthus retusus,Chinese Fringe Tree,8,< 16 Feet,Main Campus
3481,972,Chionanthus,retusus,,Chionanthus retusus,Chinese Fringe Tree,8,< 16 Feet,Main Campus
3482,973,Gymnocladus,dioica,,Gymnocladus dioica,Kentucky Coffee Tree,12,16 - 33 Feet,Main Campus
3483,974,Gymnocladus,dioica,,Gymnocladus dioica,Kentucky Coffee Tree,8,16 - 33 Feet,Main Campus
3484,975,Gymnocladus,dioica,,Gymnocladus dioica,Kentucky Coffee Tree,10,16 - 33 Feet,Main Campus
3485,976,Gymnocladus,dioica,,Gymnocladus dioica,Kentucky Coffee Tree,8,16 - 33 Feet,Main Campus
3486,977,Gymnocladus,dioica,,Gymnocladus dioica,Kentucky Coffee Tree,10,16 - 33 Feet,Main Campus
3487,978,Gymnocladus,dioica,,Gymnocladus dioica,Kentucky Coffee Tree,11,16 - 33 Feet,Main Campus
3488,980,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,15,16 - 33 Feet,Main Campus
3489,981,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,11,16 - 33 Feet,Main Campus
3490,982,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,11,16 - 33 Feet,Main Campus
3491,983,Pistacia,chinensis,,Pistacia chinensis,Chinese Pistache,10,16 - 33 Feet,Main Campus
3492,986,Gymnocladus,dioica,,Gymnocladus dioica,Kentucky Coffee Tree,12,34 - 50 Feet,Main Campus
3493,987,Gymnocladus,dioica,,Gymnocladus dioica,Kentucky Coffee Tree,7,16 - 33 Feet,Main Campus
3494,988,Gymnocladus,dioica,,Gymnocladus dioica,Kentucky Coffee Tree,10,16 - 33 Feet,Main Campus
3495,989,Gymnocladus,dioica,,Gymnocladus dioica,Kentucky Coffee Tree,11,16 - 33 Feet,Main Campus
3496,990,Gymnocladus,dioica,,Gymnocladus dioica,Kentucky Coffee Tree,10,16 - 33 Feet,Main Campus
3497,992,Koelreuteria,bipinnata,,Koelreuteria bipinnata,Chinese Flame Tree,14,16 - 33 Feet,Main Campus
3499,997,Calocedrus,decurrens,,Calocedrus decurrens,Incense Cedar,14,16 - 33 Feet,Main Campus
3500,998,Quercus,lobata,,Quercus lobata,Valley Oak,9,16 - 33 Feet,Main Campus
3501,1001,Calocedrus,decurrens,,Calocedrus decurrens,Incense Cedar,19,34 - 50 Feet,Main Campus
3505,1011,Pinus,pinea,,Pinus pinea,Italian Stone Pine,15.51181162,< 16 Feet,Main Campus
3507,1014,Pinus,pinea,,Pinus pinea,Italian Stone Pine,39.9999994,51 - 66 Feet,Main Campus
3508,1015,Pinus,pinea,,Pinus pinea,Italian Stone Pine,39.68504057,51 - 66 Feet,Main Campus
3509,1016,Pinus,pinea,,Pinus pinea,Italian Stone Pine,42.28346517,51 - 66 Feet,Main Campus
3510,1017,Pinus,pinea,,Pinus pinea,Italian Stone Pine,41.33858268,51 - 66 Feet,Main Campus
3511,1018,Pinus,pinea,,Pinus pinea,Italian Stone Pine,41.25984372,51 - 66 Feet,Main Campus
3512,1019,Pinus,pinea,,Pinus pinea,Italian Stone Pine,45.47244094,51 - 66 Feet,Main Campus
3513,1020,Pinus,pinea,,Pinus pinea,Italian Stone Pine,45.82677225,67 - 85 Feet,Main Campus
3514,1021,Pinus,pinea,,Pinus pinea,Italian Stone Pine,42.91338583,51 - 66 Feet,Main Campus
3515,1038,Olea,europaea,,Olea europaea,Olive,8.26771654,16 - 33 Feet,Main Campus
3516,1039,Olea,europaea,,Olea europaea,Olive,7.08661417,16 - 33 Feet,Main Campus
3517,1040,Olea,europaea,,Olea europaea,Olive,6.2992126,< 16 Feet,Main Campus
3518,1041,Olea,europaea,,Olea europaea,Olive,10.23622047,< 16 Feet,Main Campus
3519,1042,Olea,europaea,,Olea europaea,Olive,16.22047274,16 - 33 Feet,Main Campus
3520,1043,Olea,europaea,,Olea europaea,Olive,20.86614173,16 - 33 Feet,Main Campus
3521,1044,Olea,europaea,,Olea europaea,Olive,14.17322835,16 - 33 Feet,Main Campus
3522,1045,Olea,europaea,,Olea europaea,Olive,16.92913386,16 - 33 Feet,Main Campus
3523,1046,Olea,europaea,,Olea europaea,Olive,17.71653543,16 - 33 Feet,Main Campus
3524,1047,Olea,europaea,,Olea europaea,Olive,9.84251969,16 - 33 Feet,Main Campus
3525,1048,Olea,europaea,,Olea europaea,Olive,16.53543307,16 - 33 Feet,Main Campus
3526,1049,Olea,europaea,,Olea europaea,Olive,9.84251969,16 - 33 Feet,Main Campus
3527,1050,Olea,europaea,,Olea europaea,Olive,11.81102362,16 - 33 Feet,Main Campus
3528,1051,Olea,europaea,,Olea europaea,Olive,8.26771654,16 - 33 Feet,Main Campus
3529,1052,Olea,europaea,,Olea europaea,Olive,7.87401575,16 - 33 Feet,Main Campus
3530,1053,Olea,europaea,,Olea europaea,Olive,8.26771654,16 - 33 Feet,Main Campus
3531,1054,Olea,europaea,,Olea europaea,Olive,8.46456693,16 - 33 Feet,Main Campus
3532,1055,Olea,europaea,,Olea europaea,Olive,11.81102362,16 - 33 Feet,Main Campus
3533,1056,Olea,europaea,,Olea europaea,Olive,8.66141732,16 - 33 Feet,Main Campus
3534,1057,Olea,europaea,,Olea europaea,Olive,9.2519685,16 - 33 Feet,Main Campus
3535,1058,Olea,europaea,,Olea europaea,Olive,7.48031496,16 - 33 Feet,Main Campus
3536,1059,Olea,europaea,,Olea europaea,Olive,9.4488189,16 - 33 Feet,Main Campus
3537,1060,Olea,europaea,,Olea europaea,Olive,15.5511811,16 - 33 Feet,Main Campus
3538,1061,Olea,europaea,,Olea europaea,Olive,7.87401575,16 - 33 Feet,Main Campus
3539,1062,Olea,europaea,,Olea europaea,Olive,20.86614173,16 - 33 Feet,Main Campus
3540,1063,Olea,europaea,,Olea europaea,Olive,15.5511811,16 - 33 Feet,Main Campus
3541,1064,Olea,europaea,,Olea europaea,Olive,7.48031496,16 - 33 Feet,Main Campus
3542,1065,Olea,europaea,,Olea europaea,Olive,8.66141732,16 - 33 Feet,Main Campus
3543,1066,Olea,europaea,,Olea europaea,Olive,8.66141732,16 - 33 Feet,Main Campus
3544,1068,Olea,europaea,,Olea europaea,Olive,9.84251969,16 - 33 Feet,Main Campus
3545,1069,Olea,europaea,,Olea europaea,Olive,9.05511811,16 - 33 Feet,Main Campus
3546,1070,Olea,europaea,,Olea europaea,Olive,15.94488189,16 - 33 Feet,Main Campus
3547,1071,Olea,europaea,,Olea europaea,Olive,9.05511811,16 - 33 Feet,Main Campus
3548,1072,Olea,europaea,,Olea europaea,Olive,10.03937008,16 - 33 Feet,Main Campus
3549,1073,Olea,europaea,,Olea europaea,Olive,10.23622047,16 - 33 Feet,Main Campus
3550,1074,Olea,europaea,,Olea europaea,Olive,7.87401575,16 - 33 Feet,Main Campus
3551,1075,Olea,europaea,,Olea europaea,Olive,11.81102362,16 - 33 Feet,Main Campus
3552,1076,Olea,europaea,,Olea europaea,Olive,12.00787402,16 - 33 Feet,Main Campus
3553,1077,Olea,europaea,,Olea europaea,Olive,10.51181132,16 - 33 Feet,Main Campus
3554,1078,Olea,europaea,,Olea europaea,Olive,9.05511811,16 - 33 Feet,Main Campus
3555,1079,Olea,europaea,,Olea europaea,Olive,13.38582677,16 - 33 Feet,Main Campus
3556,1081,Olea,europaea,,Olea europaea,Olive,10.23622047,16 - 33 Feet,Main Campus
3557,1082,Olea,europaea,,Olea europaea,Olive,6.69291339,16 - 33 Feet,Main Campus
3558,1083,Olea,europaea,,Olea europaea,Olive,7.87401575,16 - 33 Feet,Main Campus
3559,1084,Olea,europaea,,Olea europaea,Olive,9.84251969,16 - 33 Feet,Main Campus
3560,1085,Olea,europaea,,Olea europaea,Olive,13.77952756,16 - 33 Feet,Main Campus
3561,1087,Olea,europaea,,Olea europaea,Olive,6.69291339,16 - 33 Feet,Main Campus
3562,1089,Olea,europaea,,Olea europaea,Olive,8.85826772,16 - 33 Feet,Main Campus
3563,1090,Olea,europaea,,Olea europaea,Olive,9.64566929,16 - 33 Feet,Main Campus
3564,1091,Olea,europaea,,Olea europaea,Olive,17.71653543,16 - 33 Feet,Main Campus
3565,1092,Olea,europaea,,Olea europaea,Olive,8.26771654,16 - 33 Feet,Main Campus
3566,1093,Olea,europaea,,Olea europaea,Olive,20.86614173,16 - 33 Feet,Main Campus
3567,1094,Olea,europaea,,Olea europaea,Olive,11.41732283,16 - 33 Feet,Main Campus
3568,1095,Olea,europaea,,Olea europaea,Olive,10.43307087,16 - 33 Feet,Main Campus
3569,1096,Olea,europaea,,Olea europaea,Olive,11.81102362,16 - 33 Feet,Main Campus
3570,1097,Olea,europaea,,Olea europaea,Olive,10.62992126,16 - 33 Feet,Main Campus
3571,1098,Olea,europaea,,Olea europaea,Olive,7.87401575,16 - 33 Feet,Main Campus
3572,1099,Olea,europaea,,Olea europaea,Olive,8.46456693,16 - 33 Feet,Main Campus
3573,1100,Olea,europaea,,Olea europaea,Olive,6.1023622,16 - 33 Feet,Main Campus
3574,1101,Olea,europaea,,Olea europaea,Olive,9.05511811,16 - 33 Feet,Main Campus
3575,1102,Olea,europaea,,Olea europaea,Olive,10.23622047,16 - 33 Feet,Main Campus
3576,1103,Olea,europaea,,Olea europaea,Olive,9.2519685,16 - 33 Feet,Main Campus
3577,1104,Olea,europaea,,Olea europaea,Olive,11.22047244,16 - 33 Feet,Main Campus
3578,1105,Olea,europaea,,Olea europaea,Olive,7.87401575,16 - 33 Feet,Main Campus
3579,1106,Olea,europaea,,Olea europaea,Olive,7.08661417,16 - 33 Feet,Main Campus
3580,1107,Olea,europaea,,Olea europaea,Olive,7.67716535,16 - 33 Feet,Main Campus
3581,1109,Olea,europaea,,Olea europaea,Olive,15.35433071,16 - 33 Feet,Main Campus
3582,1111,Quercus,suber,,Quercus suber,Cork Oak,35.03937008,34 - 50 Feet,Main Campus
3583,1112,Quercus,suber,,Quercus suber,Cork Oak,34.05511811,34 - 50 Feet,Main Campus
3584,1113,Quercus,suber,,Quercus suber,Cork Oak,26.77165354,16 - 33 Feet,Main Campus
3585,1114,Quercus,suber,,Quercus suber,Cork Oak,38.97637795,51 - 66 Feet,Main Campus
3586,1200,Quercus,douglasii,,Quercus douglasii,Blue Oak,14,16 - 33 Feet,Main Campus
3587,1201,Quercus,agrifolia,,Quercus agrifolia,Coast Live Oak,30,34 - 50 Feet,Main Campus
3588,1203,Quercus,lobata,,Quercus lobata,Valley Oak,19,34 - 50 Feet,Main Campus
3589,1204,Quercus,lobata,,Quercus lobata,Valley Oak,21,34 - 50 Feet,Main Campus
3590,1205,Quercus,douglasii,,Quercus douglasii,Blue Oak,16,16 - 33 Feet,Main Campus
3591,1206,Quercus,lobata,,Quercus lobata,Valley Oak,22,34 - 50 Feet,Main Campus
3592,1209,Cupressus,macrocarpa,,Cupressus macrocarpa,Monterey Cypress,23,16 - 33 Feet,Main Campus
3593,1210,Platanus,racemosa,,Platanus racemosa,California Sycamore,13,16 - 33 Feet,Main Campus
3594,1212,Platanus,racemosa,,Platanus racemosa,California Sycamore,13,34 - 50 Feet,Main Campus
3595,1213,Cercis,canadensis,,Cercis canadensis,Eastern Redbud,12,< 16 Feet,Main Campus
3596,1214,Quercus,lobata,,Quercus lobata,Valley Oak,24,34 - 50 Feet,Main Campus
3597,1215,Quercus,lobata,,Quercus lobata,Valley Oak,14,16 - 33 Feet,Main Campus
3598,1216,Quercus,lobata,,Quercus lobata,Valley Oak,11,16 - 33 Feet,Main Campus
3599,1217,Quercus,lobata,,Quercus lobata,Valley Oak,16,16 - 33 Feet,Main Campus
3600,1218,Juglans,hindsii,,Juglans hindsii,California Black Walnut,44.09448819,51 - 66 Feet,Main Campus
3601,1220,Juglans,hindsii,,Juglans hindsii,California Black Walnut,7.87401575,34 - 50 Feet,Main Campus
3602,1225,Quercus,suber,,Quercus suber,Cork Oak,15.7480315,16 - 33 Feet,Main Campus
3603,1243,Gleditsia,triacanthos inermis,,Gleditsia triacanthos inermis,Thornless Honey Locust,12.44094503,34 - 50 Feet,Main Campus
3604,1244,Gleditsia,triacanthos inermis,,Gleditsia triacanthos inermis,Thornless Honey Locust,11.06299228,34 - 50 Feet,Main Campus
3605,1246,Gleditsia,triacanthos inermis,,Gleditsia triacanthos inermis,Thornless Honey Locust,11.22047244,34 - 50 Feet,Main Campus
3606,1247,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,20.98425167,51 - 66 Feet,Main Campus
3607,1248,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,24.21259843,51 - 66 Feet,Main Campus
3608,1249,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,29.52755906,51 - 66 Feet,Main Campus
3609,1250,Pinus,canariensis,,Pinus canariensis,Canary Island Pine,11.41732283,34 - 50 Feet,Main Campus
3610,1251,Gleditsia,triacanthos inermis,,Gleditsia triacanthos inermis,Thornless Honey Locust,12.20472441,34 - 50 Feet,Main Campus
3611,1252,Gleditsia,triacanthos inermis,,Gleditsia triacanthos inermis,Thornless Honey Locust,14.2519688,34 - 50 Feet,Main Campus
3612,1254,Gleditsia,triacanthos inermis,,Gleditsia triacanthos inermis,Thornless Honey Locust,11.92913356,34 - 50 Feet,Main Campus
3614,1262,Quercus,suber,,Quercus suber,Cork Oak,18.81889733,34 - 50 Feet,Main Campus
3615,1263,Quercus,suber,,Quercus suber,Cork Oak,37.5984252,34 - 50 Feet,Main Campus
3616,1264,Quercus,suber,,Quercus suber,Cork Oak,15.39370019,16 - 33 Feet,Main Campus
3617,1265,Quercus,suber,,Quercus suber,Cork Oak,34.4488189,34 - 50 Feet,Main Campus
3618,1268,Quercus,suber,,Quercus suber,Cork Oak,9.33070896,16 - 33 Feet,Main Campus
3619,1269,Quercus,suber,,Quercus suber,Cork Oak,31.81102482,34 - 50 Feet,Main Campus
3620,1271,Quercus,suber,,Quercus suber,Cork Oak,24.21259843,34 - 50 Feet,Main Campus
3621,1272,Quercus,ilex,,Quercus agrifolia ,Coast Live Oak,29.56692853,34 - 50 Feet,Main Campus
3622,1273,Quercus,suber,,Quercus suber,Cork Oak,21.61417383,34 - 50 Feet,Main Campus
3623,1274,Quercus,suber,,Quercus suber,Cork Oak,24.05511751,34 - 50 Feet,Main Campus
3624,1277,Quercus,suber,,Quercus suber,Cork Oak,40.70866202,34 - 50 Feet,Main Campus
3625,1278,Quercus,suber,,Quercus suber,Cork Oak,16.33858268,16 - 33 Feet,Main Campus
3626,1280,Quercus,suber,,Quercus suber,Cork Oak,34.96063112,34 - 50 Feet,Main Campus
3628,1285,Quercus,suber,,Quercus suber,Cork Oak,20.07874016,16 - 33 Feet,Main Campus
3629,1286,Quercus,suber,,Quercus suber,Cork Oak,37.99212598,34 - 50 Feet,Main Campus
3630,1287,Quercus,suber,,Quercus suber,Cork Oak,23.22834646,34 - 50 Feet,Main Campus
3631,1290,Quercus,suber,,Quercus suber,Cork Oak,38.97637795,34 - 50 Feet,Main Campus
3632,1292,Quercus,suber,,Quercus suber,Cork Oak,34.64566929,34 - 50 Feet,Main Campus
3633,1293,Quercus,suber,,Quercus suber,Cork Oak,38.97637795,34 - 50 Feet,Main Campus
3634,1294,Quercus,suber,,Quercus suber,Cork Oak,11.22047244,16 - 33 Feet,Main Campus
3635,1295,Quercus,suber,,Quercus suber,Cork Oak,20.98425167,16 - 33 Feet,Main Campus
3636,1296,Quercus,suber,,Quercus suber,Cork Oak,42.91338583,51 - 66 Feet,Main Campus
3637,1297,Quercus,suber,,Quercus suber,Cork Oak,22.24409449,34 - 50 Feet,Main Campus
3638,1300,Quercus,suber,,Quercus suber,Cork Oak,18.03149576,34 - 50 Feet,Main Campus
3639,1301,Quercus,lobata,,Quercus lobata,Valley Oak,3.54330709,< 16 Feet,Main Campus
3640,1327,Quercus,suber,,Quercus suber,Cork Oak,10,16 - 33 Feet,Main Campus
3641,1335,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,5.51181102,< 16 Feet,Main Campus
3642,1336,Lagerstroemia,indica,,Lagerstroemia indica,Crape Myrtle,5.90551181,< 16 Feet,Main Campus
3643,1337,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,26,67 - 85 Feet,Main Campus
3644,1338,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,22,51 - 66 Feet,Main Campus
3646,1340,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,23,67 - 85 Feet,Main Campus
3647,1341,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,28,67 - 85 Feet,Main Campus
3648,1342,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,28,67 - 85 Feet,Main Campus
3649,1344,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,24,67 - 85 Feet,Main Campus
3650,1345,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,24.80314961,67 - 85 Feet,Main Campus
3651,1346,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,23.42519685,51 - 66 Feet,Main Campus
3652,1347,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,21.41732343,67 - 85 Feet,Main Campus
3653,1349,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,20.27559055,67 - 85 Feet,Main Campus
3654,1350,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,11.81102362,34 - 50 Feet,Main Campus
3655,1352,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,25.59055118,67 - 85 Feet,Main Campus
3656,1353,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,25.11810993,67 - 85 Feet,Main Campus
3657,1354,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,25.78740157,67 - 85 Feet,Main Campus
3658,1355,Casuarina,cunninghamiana,,Casuarina cunninghamiana,River She-Oak,25.98425197,67 - 85 Feet,Main Campus
